online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,Yes,3.9,597,Koramangala 4th Block,others,others,"1,200",Dine-out
No,No,4.1,100,Koramangala 4th Block,Casual Dining,others,600,Dine-out
Yes,Yes,4.0,1209,Koramangala 4th Block,Cafe,others,650,Dine-out
No,No,3.9,105,Koramangala 4th Block,others,others,"1,500",Dine-out
Yes,No,3.6,76,Koramangala 4th Block,Cafe,others,650,Dine-out
Yes,No,3.9,523,Koramangala 4th Block,Casual Dining,others,500,Dine-out
No,No,3.8,27,Koramangala 4th Block,Cafe,Cafe,450,Dine-out
No,No,2.5,547,Koramangala 4th Block,Casual Dining,North Indian,450,Dine-out
No,Yes,3.8,169,Koramangala 4th Block,others,"South Indian, North Indian","1,300",Dine-out
Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,North Indian,"1,000",Dine-out
No,No,3.9,220,Koramangala 4th Block,Quick Bites,North Indian,250,Dine-out
No,No,2.8,289,Koramangala 4th Block,Casual Dining,others,250,Dine-out
No,No,2.7,47,Koramangala 4th Block,Casual Dining,North Indian,800,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,Casual Dining,"North Indian, Chinese",800,Dine-out
No,No,3.3,4,Koramangala 4th Block,Cafe,others,400,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,Delivery,others,300,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,others,North Indian,350,Dine-out
No,No,3.3,4,Koramangala 4th Block,others,"North Indian, Chinese","1,000",Dine-out
No,No,3.2,4,Koramangala 4th Block,Cafe,others,600,Dine-out
Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,Chinese,800,Dine-out
Yes,No,3.7,52,Koramangala 4th Block,Cafe,others,450,Dine-out
Yes,No,4.1,502,Koramangala 4th Block,Quick Bites,others,600,Dine-out
Yes,Yes,4.3,342,Koramangala 4th Block,Quick Bites,others,450,Dine-out
Yes,No,3.0,290,Koramangala 4th Block,Quick Bites,others,400,Dine-out
Yes,No,4.0,198,Koramangala 4th Block,Quick Bites,North Indian,500,Dine-out
Yes,No,3.9,49,Koramangala 4th Block,Quick Bites,others,400,Dine-out
Yes,No,4.0,211,Koramangala 4th Block,Quick Bites,others,400,Dine-out
Yes,No,3.4,25,Koramangala 4th Block,Quick Bites,others,400,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,Fast Food,300,Dine-out
Yes,No,3.7,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",400,Dine-out
No,No,3.6,28,Koramangala 4th Block,Quick Bites,"North Indian, South Indian",250,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,others,250,Dine-out
No,No,2.7,53,Koramangala 4th Block,others,others,600,Dine-out
Yes,No,3.9,241,Koramangala 4th Block,Quick Bites,others,600,Dine-out
Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,others,400,Dine-out
No,No,3.6,12,Koramangala 4th Block,Quick Bites,others,650,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,others,500,Dine-out
Yes,No,3.4,6,Koramangala 6th Block,Quick Bites,others,350,Dine-out
No,No,3.700448817952718,0,Koramangala 4th Block,others,others,200,Dine-out
No,No,2.9,21,Koramangala 4th Block,Quick Bites,others,450,Dine-out
Yes,No,3.700448817952718,0,Koramangala 4th Block,Quick Bites,others,200,Dine-out
No,No,2.6,16,Koramangala 4th Block,Quick Bites,South Indian,250,Dine-out
Yes,No,3.9,151,Koramangala 4th Block,others,others,400,Dine-out
No,Yes,4.7,10503,Koramangala 5th Block,"Casual Dining, Bar",others,"1,400",Dine-out
No,No,4.7,14704,Koramangala 5th Block,others,others,900,Dine-out
Yes,Yes,4.3,559,Koramangala 6th Block,others,others,"2,000",Dine-out
Yes,No,4.6,4689,Koramangala 7th Block,others,others,"1,500",Dine-out
No,Yes,4.4,1562,Koramangala 5th Block,others,others,"2,000",Dine-out
No,Yes,4.5,3912,Koramangala 5th Block,others,others,"1,000",Dine-out
No,Yes,4.4,2355,Koramangala 7th Block,"Casual Dining, Bar",others,"1,100",Dine-out
Yes,Yes,4.5,3161,Koramangala 5th Block,"Casual Dining, Bar",others,"1,500",Dine-out
No,Yes,4.2,1750,Koramangala 5th Block,Casual Dining,others,"1,200",Dine-out
No,Yes,4.6,2579,Koramangala 5th Block,others,others,"1,300",Dine-out
No,No,4.2,2368,Koramangala 5th Block,others,others,"1,400",Dine-out
Yes,Yes,4.2,147,Koramangala 5th Block,Casual Dining,others,900,Dine-out
Yes,Yes,4.5,3467,Koramangala 5th Block,Casual Dining,others,"1,300",Dine-out
No,Yes,4.6,6371,Koramangala 7th Block,others,others,"1,600",Dine-out
Yes,Yes,4.5,3950,Koramangala 5th Block,others,others,"1,600",Dine-out
No,Yes,4.4,1557,Koramangala 5th Block,Casual Dining,others,700,Dine-out
No,No,4.7,3214,Koramangala 5th Block,others,others,750,Dine-out
No,No,4.5,3843,Koramangala 5th Block,Cafe,others,800,Dine-out
No,Yes,4.7,4441,Koramangala 5th Block,others,others,"1,000",Dine-out
No,Yes,4.4,374,others,others,others,"1,000",Dine-out
Yes,Yes,4.9,2227,Koramangala 5th Block,"Casual Dining, Bar",others,"1,500",Dine-out
No,Yes,4.7,3625,Koramangala 1st Block,Casual Dining,others,"1,600",Dine-out
No,Yes,4.7,4857,Koramangala 5th Block,Casual Dining,others,"1,500",Dine-out
No,Yes,4.3,114,Koramangala 5th Block,others,others,"1,500",Dine-out
Yes,Yes,4.5,1888,Koramangala 1st Block,"Casual Dining, Bar",others,"1,200",Dine-out
No,Yes,4.6,4986,Koramangala 5th Block,others,others,"1,800",Dine-out
Yes,No,4.4,7232,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,No,4.1,2732,Koramangala 5th Block,Cafe,others,"1,300",Dine-out
Yes,No,4.3,3458,Koramangala 7th Block,Casual Dining,North Indian,600,Dine-out
Yes,Yes,4.4,460,Koramangala 7th Block,"Casual Dining, Bar",North Indian,"1,500",Dine-out
No,Yes,4.5,1991,Koramangala 5th Block,others,others,"1,400",Dine-out
Yes,Yes,4.2,2620,Koramangala 5th Block,Casual Dining,others,"1,300",Dine-out
No,Yes,4.1,786,others,Casual Dining,others,"1,500",Dine-out
No,Yes,4.0,2158,Koramangala 5th Block,others,others,"1,000",Dine-out
Yes,Yes,4.1,1250,Koramangala 5th Block,Casual Dining,North Indian,600,Dine-out
Yes,Yes,4.5,718,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,Yes,4.3,2571,Koramangala 5th Block,others,others,"1,200",Dine-out
No,No,4.3,2304,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,No,4.4,362,Koramangala 6th Block,Cafe,others,500,Dine-out
No,Yes,4.5,569,Koramangala 6th Block,others,others,"1,000",Dine-out
Yes,Yes,4.3,549,Koramangala 5th Block,others,others,"1,000",Dine-out
Yes,Yes,4.4,3674,Koramangala 5th Block,Casual Dining,others,"1,400",Dine-out
Yes,No,4.0,74,others,Cafe,others,400,Dine-out
No,No,4.4,174,Koramangala 5th Block,others,others,600,Dine-out
No,Yes,4.5,685,Koramangala 5th Block,Casual Dining,others,"1,400",Dine-out
No,Yes,4.3,1550,Koramangala 1st Block,others,others,"1,200",Dine-out
Yes,Yes,4.2,1367,Koramangala 7th Block,"Casual Dining, Bar",others,"1,400",Dine-out
Yes,No,4.3,2871,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,Yes,4.4,520,Koramangala 6th Block,Casual Dining,others,"2,500",Dine-out
No,No,3.8,1161,Koramangala 5th Block,Casual Dining,others,650,Dine-out
No,No,3.7,4650,Koramangala 6th Block,others,others,"2,000",Dine-out
Yes,Yes,4.4,1854,Koramangala 6th Block,Casual Dining,Chinese,"1,100",Dine-out
Yes,Yes,4.4,679,Koramangala 7th Block,Casual Dining,others,"1,500",Dine-out
Yes,Yes,4.1,1853,Koramangala 1st Block,Cafe,others,600,Dine-out
Yes,Yes,4.3,1805,Koramangala 5th Block,others,others,900,Dine-out
Yes,No,4.1,6937,Koramangala 5th Block,Casual Dining,others,750,Dine-out
No,No,4.5,733,Koramangala 5th Block,Casual Dining,others,"1,200",Dine-out
Yes,No,4.1,3006,Koramangala 1st Block,Cafe,others,"1,000",Dine-out
No,No,4.1,439,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,Dine-out
Yes,No,3.7,26,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,Yes,4.2,2714,others,Cafe,others,"1,000",Dine-out
No,Yes,4.1,1794,Koramangala 5th Block,Casual Dining,others,"1,000",Dine-out
Yes,No,4.4,949,Koramangala 5th Block,Cafe,others,900,Dine-out
Yes,No,4.0,576,Koramangala 1st Block,Casual Dining,others,600,Dine-out
Yes,Yes,4.1,1697,Koramangala 5th Block,Casual Dining,"North Indian, Chinese","1,200",Dine-out
Yes,Yes,4.4,386,Koramangala 5th Block,"Casual Dining, Bar",others,"1,500",Dine-out
Yes,Yes,4.2,494,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,4.2,534,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,Yes,4.1,1788,Koramangala 5th Block,others,others,"1,200",Dine-out
No,Yes,4.3,1470,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,4.3,340,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,Yes,4.5,208,Koramangala 5th Block,Cafe,others,800,Dine-out
No,Yes,4.5,548,Koramangala 5th Block,Cafe,others,900,Dine-out
Yes,Yes,4.4,192,others,Cafe,Cafe,"1,000",Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,others,others,"1,000",Dine-out
Yes,No,4.2,822,Koramangala 6th Block,Casual Dining,North Indian,"1,000",Dine-out
Yes,No,4.1,1567,Koramangala 5th Block,Casual Dining,others,750,Dine-out
No,No,4.1,2449,Koramangala 6th Block,Cafe,others,700,Dine-out
Yes,No,4.3,1593,Koramangala 5th Block,Casual Dining,others,550,Dine-out
Yes,Yes,4.1,601,Koramangala 6th Block,Casual Dining,others,"1,100",Dine-out
Yes,No,4.6,1027,Koramangala 7th Block,others,others,550,Dine-out
Yes,Yes,4.1,675,others,Casual Dining,others,900,Dine-out
No,Yes,4.3,2248,Koramangala 5th Block,Casual Dining,others,"1,100",Dine-out
Yes,No,4.1,845,Koramangala 6th Block,Casual Dining,others,700,Dine-out
Yes,No,4.0,960,Koramangala 7th Block,Casual Dining,others,500,Dine-out
Yes,Yes,4.0,151,others,Casual Dining,others,"1,100",Dine-out
Yes,No,4.1,1959,Koramangala 6th Block,Casual Dining,others,650,Dine-out
No,No,4.2,676,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out
Yes,Yes,4.2,872,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,Yes,4.0,1863,Koramangala 6th Block,Casual Dining,North Indian,600,Dine-out
No,Yes,4.1,759,others,others,"North Indian, Chinese","1,200",Dine-out
Yes,Yes,4.1,222,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,Yes,4.2,818,Koramangala 6th Block,Cafe,others,800,Dine-out
No,No,4.0,1409,Koramangala 6th Block,others,others,"1,000",Dine-out
No,No,4.0,431,Koramangala 5th Block,Cafe,others,,Dine-out
Yes,No,3.9,660,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,4.1,778,Koramangala 1st Block,Cafe,others,700,Dine-out
No,Yes,4.1,450,Koramangala 7th Block,Casual Dining,North Indian,650,Dine-out
Yes,No,4.1,1117,Koramangala 5th Block,Casual Dining,others,750,Dine-out
No,Yes,4.4,325,Koramangala 5th Block,Casual Dining,others,"1,200",Dine-out
Yes,No,3.8,178,Koramangala 1st Block,Casual Dining,others,800,Dine-out
Yes,No,3.7,32,Koramangala 6th Block,Casual Dining,North Indian,700,Dine-out
Yes,No,4.0,782,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,Yes,4.0,859,Koramangala 5th Block,Casual Dining,others,850,Dine-out
Yes,No,4.2,1063,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,3.8,19,Koramangala 7th Block,Casual Dining,others,400,Dine-out
No,No,3.9,740,Koramangala 6th Block,others,others,"1,400",Dine-out
No,Yes,3.9,149,Koramangala 5th Block,others,others,"1,000",Dine-out
Yes,No,4.1,85,Koramangala 6th Block,Cafe,others,700,Dine-out
Yes,Yes,4.2,344,Koramangala 5th Block,Casual Dining,North Indian,700,Dine-out
Yes,Yes,4.0,1512,others,Cafe,others,900,Dine-out
Yes,No,3.1,910,Koramangala 5th Block,Casual Dining,others,600,Dine-out
Yes,No,4.0,457,Koramangala 1st Block,Casual Dining,North Indian,650,Dine-out
Yes,No,3.6,16,Koramangala 5th Block,Cafe,others,500,Dine-out
Yes,No,4.1,306,Koramangala 7th Block,Cafe,others,600,Dine-out
Yes,No,3.7,259,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,Yes,4.1,402,Koramangala 5th Block,others,others,"1,200",Dine-out
Yes,No,3.8,23,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,No,4.0,314,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,No,4.1,992,Koramangala 6th Block,Cafe,others,600,Dine-out
Yes,Yes,4.0,797,Koramangala 7th Block,Casual Dining,North Indian,900,Dine-out
Yes,Yes,4.2,1703,Koramangala 5th Block,Cafe,others,650,Dine-out
No,Yes,4.1,1236,Koramangala 5th Block,others,others,"1,500",Dine-out
Yes,No,4.1,893,others,Cafe,others,800,Dine-out
Yes,Yes,4.4,345,Koramangala 5th Block,"Casual Dining, Bar",others,"1,000",Dine-out
Yes,No,3.9,375,Koramangala 1st Block,Casual Dining,Biryani,750,Dine-out
No,Yes,3.9,283,Koramangala 7th Block,"Casual Dining, Bar",others,"1,000",Dine-out
No,Yes,3.700448817952718,0,Koramangala 5th Block,others,others,"1,500",Dine-out
Yes,Yes,4.2,294,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,No,3.8,473,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,3.9,1142,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,3.700448817952718,0,Koramangala 1st Block,"Casual Dining, Bar",others,600,Dine-out
Yes,No,3.8,66,Koramangala 5th Block,Casual Dining,others,800,Dine-out
No,No,3.700448817952718,0,Koramangala 6th Block,Cafe,others,800,Dine-out
No,No,4.2,224,others,Cafe,others,200,Dine-out
Yes,Yes,4.0,1389,Koramangala 7th Block,Casual Dining,others,"1,100",Dine-out
Yes,No,3.9,455,Koramangala 6th Block,Casual Dining,Chinese,"1,000",Dine-out
Yes,No,4.0,515,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Yes,No,4.1,141,Koramangala 5th Block,Cafe,others,"1,200",Dine-out
Yes,No,3.5,888,Koramangala 7th Block,Casual Dining,others,650,Dine-out
Yes,No,3.6,73,Koramangala 5th Block,Casual Dining,others,700,Dine-out
Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,others,600,Dine-out
No,No,4.2,270,Koramangala 6th Block,others,others,"1,400",Dine-out
No,Yes,3.9,1389,Koramangala 5th Block,others,others,"1,400",Dine-out
No,No,4.5,42,Koramangala 5th Block,Casual Dining,others,800,Dine-out
Yes,Yes,3.9,484,Koramangala 5th Block,Casual Dining,others,700,Dine-out
No,Yes,3.9,589,Koramangala 5th Block,others,others,"1,300",Dine-out
Yes,No,3.9,823,Koramangala 5th Block,Casual Dining,others,750,Dine-out
Yes,No,4.0,107,Koramangala 1st Block,Casual Dining,North Indian,500,Dine-out
No,Yes,4.2,117,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,3.7,31,Koramangala 7th Block,Cafe,others,500,Dine-out
Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,others,700,Dine-out
No,No,4.1,172,Koramangala 7th Block,Cafe,others,650,Dine-out
Yes,Yes,4.4,102,others,Cafe,others,700,Dine-out
Yes,No,3.7,130,Koramangala 1st Block,"Casual Dining, Bar",others,"1,200",Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,"Casual Dining, Bar",others,"1,000",Dine-out
Yes,No,4.1,61,others,Cafe,others,600,Dine-out
Yes,No,4.0,781,Koramangala 6th Block,Casual Dining,others,750,Dine-out
No,No,3.0,38,Koramangala 5th Block,others,others,"1,000",Dine-out
No,No,3.7,25,Koramangala 7th Block,others,"North Indian, Chinese, Biryani",300,Dine-out
Yes,No,3.8,267,Koramangala 7th Block,Casual Dining,others,650,Dine-out
No,No,3.8,674,Koramangala 6th Block,others,others,"1,700",Dine-out
No,Yes,4.1,354,others,others,others,"2,000",Dine-out
No,No,4.1,324,Koramangala 7th Block,Cafe,others,700,Dine-out
Yes,No,3.9,453,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,4.4,480,Koramangala 5th Block,Cafe,others,450,Dine-out
No,No,4.1,183,Koramangala 5th Block,others,North Indian,150,Dine-out
No,No,4.0,293,Koramangala 6th Block,others,others,250,Dine-out
No,Yes,4.3,105,Koramangala 7th Block,Casual Dining,others,"1,000",Dine-out
Yes,No,2.8,152,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,4.0,152,Koramangala 5th Block,others,others,350,Dine-out
Yes,Yes,4.0,236,Koramangala 5th Block,Casual Dining,others,800,Dine-out
No,No,3.7,107,Koramangala 1st Block,Casual Dining,others,500,Dine-out
No,No,3.8,38,Koramangala 6th Block,Casual Dining,others,900,Dine-out
Yes,No,3.7,26,Koramangala 6th Block,Quick Bites,others,400,Dine-out
Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,others,600,Dine-out
Yes,No,4.0,293,Koramangala 6th Block,others,others,250,Dine-out
Yes,Yes,4.2,325,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,3.4,31,Koramangala 6th Block,Casual Dining,"South Indian, North Indian, Chinese",700,Dine-out
Yes,No,3.8,172,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese",550,Dine-out
Yes,No,3.8,94,Koramangala 1st Block,Casual Dining,others,600,Dine-out
Yes,No,3.9,331,Koramangala 1st Block,Casual Dining,others,600,Dine-out
Yes,No,3.6,165,others,Casual Dining,"North Indian, Chinese",500,Dine-out
Yes,No,4.0,201,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,4.1,67,Koramangala 6th Block,Casual Dining,others,"1,000",Dine-out
Yes,No,3.8,38,Koramangala 1st Block,Casual Dining,North Indian,500,Dine-out
Yes,Yes,3.7,1014,Koramangala 6th Block,others,others,"1,300",Dine-out
No,No,3.7,73,Koramangala 6th Block,others,others,250,Dine-out
No,No,3.700448817952718,0,Koramangala 5th Block,others,others,300,Dine-out
Yes,No,4.1,93,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550,Dine-out
Yes,No,3.6,242,Koramangala 5th Block,Casual Dining,others,"1,000",Dine-out
No,No,3.7,34,Koramangala 5th Block,others,others,300,Dine-out
Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,others,600,Dine-out
Yes,No,3.8,222,others,Casual Dining,others,600,Dine-out
No,No,3.700448817952718,0,others,others,others,100,Dine-out
Yes,No,3.9,394,Koramangala 7th Block,Casual Dining,others,750,Dine-out
Yes,No,4.1,505,Koramangala 6th Block,Cafe,others,600,Dine-out
Yes,No,3.7,382,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,No,3.3,10,Koramangala 5th Block,"Takeaway, Delivery",others,600,Dine-out
No,No,3.5,17,others,Casual Dining,"North Indian, Chinese",800,Dine-out
No,No,3.5,20,Koramangala 6th Block,Casual Dining,"South Indian, North Indian",400,Dine-out
Yes,No,3.8,22,Koramangala 5th Block,Cafe,others,500,Dine-out
No,No,3.6,23,Koramangala 5th Block,others,others,200,Dine-out
No,No,4.0,57,Koramangala 5th Block,Casual Dining,others,500,Dine-out
No,No,3.8,47,Koramangala 5th Block,Cafe,others,600,Dine-out
Yes,No,3.1,120,Koramangala 6th Block,Casual Dining,"North Indian, Chinese",500,Dine-out
Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,others,400,Dine-out
No,No,4.3,135,Koramangala 5th Block,Cafe,others,800,Dine-out
Yes,No,3.8,149,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,"North Indian, Chinese","1,000",Dine-out
No,No,3.7,19,Koramangala 7th Block,others,others,300,Dine-out
No,No,3.5,14,Koramangala 7th Block,Casual Dining,"Chinese, North Indian","1,000",Dine-out
Yes,No,3.5,34,Koramangala 6th Block,others,others,250,Dine-out
Yes,No,4.1,237,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,No,4.0,275,others,Cafe,Cafe,500,Dine-out
Yes,No,3.6,243,Koramangala 6th Block,Casual Dining,others,800,Dine-out
No,No,3.7,68,Koramangala 6th Block,others,others,"1,000",Dine-out
Yes,No,3.6,45,Koramangala 1st Block,Casual Dining,others,700,Dine-out
Yes,No,3.8,57,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.5,9,Koramangala 7th Block,others,others,700,Dine-out
No,No,3.4,7,Koramangala 6th Block,Casual Dining,others,"1,000",Dine-out
No,No,2.8,227,Koramangala 6th Block,Cafe,Cafe,450,Dine-out
No,No,3.3,5,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian",700,Dine-out
Yes,No,3.7,47,Koramangala 6th Block,Casual Dining,others,800,Dine-out
Yes,No,3.8,215,Koramangala 6th Block,Casual Dining,others,700,Dine-out
Yes,No,3.4,34,Koramangala 7th Block,Casual Dining,others,650,Dine-out
No,No,3.5,11,others,others,others,"1,600",Dine-out
No,No,3.700448817952718,0,,,,,Dine-out
No,No,3.0,25,Koramangala 6th Block,others,others,"2,300",Dine-out
Yes,No,3.2,15,Koramangala 6th Block,,Biryani,250,Dine-out
No,No,3.9,626,Koramangala 5th Block,Casual Dining,others,600,Dine-out
No,No,3.700448817952718,0,others,Casual Dining,others,500,Dine-out
Yes,No,3.7,93,Koramangala 6th Block,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out
No,No,3.5,8,Koramangala 7th Block,others,others,250,Dine-out
No,No,3.6,54,Koramangala 6th Block,Quick Bites,others,400,Dine-out
No,No,3.1,7,Koramangala 5th Block,others,others,200,Dine-out
No,No,3.8,29,Koramangala 6th Block,others,"North Indian, Chinese",800,Dine-out
No,No,3.2,6,Koramangala 1st Block,others,others,100,Dine-out
No,No,3.8,152,Koramangala 6th Block,others,others,"1,500",Dine-out
No,No,3.7,46,Koramangala 1st Block,Cafe,others,600,Dine-out
No,No,3.8,40,Koramangala 7th Block,Casual Dining,others,500,Dine-out
No,No,3.3,4,Koramangala 5th Block,others,others,300,Dine-out
No,No,3.5,7,Koramangala 5th Block,Casual Dining,others,850,Dine-out
No,No,2.9,12,Koramangala 6th Block,Cafe,others,500,Dine-out
Yes,No,3.6,23,others,Casual Dining,others,800,Dine-out
No,No,3.6,16,Koramangala 7th Block,Cafe,others,300,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,others,others,300,Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,Quick Bites,South Indian,200,Dine-out
No,No,4.0,138,Koramangala 7th Block,Casual Dining,others,800,Dine-out
Yes,No,3.5,14,Koramangala 1st Block,Cafe,Cafe,500,Dine-out
Yes,No,3.700448817952718,0,Koramangala 1st Block,others,others,250,Dine-out
No,No,3.4,18,Koramangala 6th Block,others,Biryani,250,Dine-out
No,No,3.5,11,others,,"North Indian, Chinese",400,Dine-out
No,No,3.2,13,Koramangala 1st Block,Quick Bites,Biryani,200,Dine-out
No,No,3.3,5,Koramangala 5th Block,others,others,150,Dine-out
No,No,3.4,39,Koramangala 5th Block,Casual Dining,others,700,Dine-out
No,No,3.3,6,others,Casual Dining,others,900,Dine-out
No,No,2.7,61,Koramangala 6th Block,Quick Bites,others,500,Dine-out
No,No,3.4,21,others,Quick Bites,others,350,Dine-out
No,No,3.2,4,others,Quick Bites,others,300,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,others,others,800,Dine-out
No,No,3.700448817952718,0,others,Delivery,others,500,Dine-out
No,No,3.700448817952718,0,Koramangala 7th Block,Cafe,others,500,Dine-out
Yes,No,3.4,356,others,Quick Bites,North Indian,350,Dine-out
Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,others,500,Dine-out
Yes,Yes,3.7,111,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",900,Dine-out
Yes,No,4.2,414,Koramangala 5th Block,Cafe,others,700,Dine-out
Yes,No,3.8,214,Koramangala 7th Block,Casual Dining,others,700,Dine-out
Yes,No,3.9,326,Koramangala 6th Block,Casual Dining,others,500,Dine-out
Yes,No,3.7,708,Koramangala 7th Block,Casual Dining,others,750,Dine-out
No,Yes,3.7,81,Koramangala 6th Block,others,others,"1,200",Dine-out
Yes,No,3.8,230,Koramangala 1st Block,Cafe,others,600,Dine-out
No,No,3.700448817952718,0,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out
Yes,No,4.1,1962,Koramangala 6th Block,Quick Bites,others,600,Dine-out
Yes,No,4.3,3618,Koramangala 6th Block,Quick Bites,others,400,Dine-out
No,No,4.2,1531,Koramangala 6th Block,Quick Bites,others,600,Dine-out
No,No,4.2,93,Koramangala 6th Block,Quick Bites,North Indian,400,Dine-out
Yes,No,4.5,2617,Koramangala 5th Block,others,others,500,Dine-out
No,No,4.1,1227,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,4.2,972,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out
No,No,4.3,995,Koramangala 5th Block,Quick Bites,others,350,Dine-out
Yes,No,3.8,53,Koramangala 7th Block,Quick Bites,others,350,Dine-out
Yes,No,3.9,45,Koramangala 6th Block,Quick Bites,others,550,Dine-out
Yes,No,4.3,221,Koramangala 1st Block,Quick Bites,others,300,Dine-out
Yes,No,4.2,532,Koramangala 7th Block,Quick Bites,others,450,Dine-out
Yes,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,4.3,654,Koramangala 6th Block,Quick Bites,South Indian,250,Dine-out
Yes,No,4.0,61,Koramangala 6th Block,Quick Bites,others,400,Dine-out
Yes,No,4.2,190,Koramangala 6th Block,Quick Bites,others,300,Dine-out
Yes,No,4.2,557,Koramangala 5th Block,Quick Bites,others,400,Dine-out
No,No,4.2,52,Koramangala 5th Block,Quick Bites,South Indian,200,Dine-out
No,No,3.7,468,Koramangala 6th Block,Quick Bites,South Indian,200,Dine-out
Yes,No,4.3,279,Koramangala 7th Block,Quick Bites,North Indian,450,Dine-out
Yes,No,4.0,138,others,Quick Bites,others,250,Dine-out
Yes,No,4.3,169,Koramangala 5th Block,Quick Bites,others,500,Dine-out
Yes,No,3.7,21,Koramangala 5th Block,Quick Bites,others,750,Dine-out
Yes,No,4.3,246,Koramangala 5th Block,Quick Bites,others,600,Dine-out
No,No,3.700448817952718,0,Koramangala 5th Block,Quick Bites,others,400,Dine-out
Yes,No,4.1,271,Koramangala 1st Block,Quick Bites,others,500,Dine-out
No,No,4.1,209,Koramangala 5th Block,Quick Bites,others,200,Dine-out
Yes,No,3.700448817952718,0,Koramangala 6th Block,Quick Bites,others,300,Dine-out
Yes,No,4.2,195,Koramangala 6th Block,Dessert Parlor,others,400,Dine-out
