_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_2,type
65931bfed4b9eb96be5f2438,Yes,No,4.1 /5,240,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Desserts
65931bfed4b9eb96be5f536b,No,No,,0,Commercial Street,Quick Bites,North Indian,300,Delivery
65931bfed4b9eb96be5f2c53,Yes,No,3.4 /5,7,HSR,Quick Bites,"North Indian, Fast Food",300,Delivery
65931bfed4b9eb96be5ee95f,Yes,No,2.8/5,37,HSR,Cafe,Cafe,400,Cafes
65931bfed4b9eb96be5f49de,No,Yes,3.7 /5,32,Marathahalli,Casual Dining,"Continental, Burger, South Indian, Sandwich, Italian, Pizza, North Indian, Chinese","1,200",Buffet
65931bfed4b9eb96be5edd68,No,No,4.1/5,168,MG Road,Fine Dining,Chinese,"2,500",Dine-out
65931bfed4b9eb96be5f734c,Yes,Yes,3.9 /5,487,Whitefield,Casual Dining,"North Indian, Mughlai",800,Dine-out
65931bfed4b9eb96be5ed0da,No,No,,0,BTM,"Takeaway, Delivery","North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5eee19,Yes,Yes,3.8/5,499,HSR,"Cafe, Casual Dining","Cafe, Continental, Beverages, Desserts",700,Dine-out
65931bfed4b9eb96be5f2a36,Yes,No,3.8 /5,71,Koramangala 1st Block,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500,Delivery
65931bfed4b9eb96be5eb231,Yes,No,4.1/5,952,JP Nagar,Casual Dining,"South Indian, Seafood, Rolls, Beverages",400,Delivery
65931bfed4b9eb96be5ecc62,Yes,No,3.9/5,582,Koramangala,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery
65931bfed4b9eb96be5eb0be,Yes,No,3.9/5,38,JP Nagar,Quick Bites,Pizza,400,Delivery
65931bfed4b9eb96be5f0ac5,No,No,3.7/5,90,Kalyan Nagar,Casual Dining,"Mughlai, North Indian, Biryani, Chinese",600,Delivery
65931bfed4b9eb96be5f282e,No,No,3.3 /5,4,Wilson Garden,Quick Bites,Biryani,300,Dine-out
65931bfed4b9eb96be5ef383,No,No,,0,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese",200,Delivery
65931bfed4b9eb96be5eeab4,No,No,,0,HSR,Delivery,Fast Food,400,Delivery
65931bfed4b9eb96be5f5de8,Yes,No,3.9 /5,124,Old Airport Road,Quick Bites,"Beverages, Fast Food",250,Dine-out
65931bfed4b9eb96be5f101a,No,No,3.4/5,6,Banaswadi,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
65931bfed4b9eb96be5f2890,No,Yes,4.5 /5,7856,Koramangala 4th Block,"Pub, Microbrewery","American, Continental, North Indian, Salad","1,800",Drinks & nightlife
65931bfed4b9eb96be5ebdf0,No,No,2.8/5,11,Bellandur,Food Court,Continental,"1,000",Dine-out
65931bfed4b9eb96be5ee307,Yes,No,3.6/5,14,Electronic City,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out
65931bfed4b9eb96be5f3171,No,No,3.9 /5,150,Koramangala 7th Block,Food Court,"Chinese, North Indian, Fast Food, Street Food",500,Dine-out
65931bfed4b9eb96be5f004f,No,No,3.5 /5,10,Bannerghatta Road,Food Court,"South Indian, Beverages",400,Dine-out
65931bfed4b9eb96be5ee419,No,No,2.9/5,126,Electronic City,Quick Bites,"South Indian, Street Food, Beverages",350,Dine-out
65931bfed4b9eb96be5f6862,Yes,No,3.8 /5,77,Richmond Road,Quick Bites,"North Indian, Kebab, Fast Food",500,Dine-out
65931bfed4b9eb96be5ed59a,No,No,3.5/5,42,BTM,Quick Bites,"North Indian, Chinese, Street Food, Biryani",400,Dine-out
65931bfed4b9eb96be5f1070,No,No,4.0/5,81,Kalyan Nagar,Casual Dining,American,"1,000",Delivery
65931bfed4b9eb96be5ef1c2,Yes,No,3.1/5,7,Brigade Road,Quick Bites,Fast Food,500,Delivery
65931bfed4b9eb96be5f43b0,Yes,No,3.8 /5,18,MG Road,Quick Bites,South Indian,200,Dine-out
65931bfed4b9eb96be5eb287,No,No,,0,JP Nagar,Delivery,"Chinese, North Indian",400,Delivery
65931bfed4b9eb96be5f2bf8,Yes,No,,0,Koramangala 6th Block,Quick Bites,Chinese,300,Delivery
65931bfed4b9eb96be5f2523,Yes,Yes,4.2 /5,1704,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,Dine-out
65931bfed4b9eb96be5eb2d4,Yes,No,2.8/5,25,Bannerghatta Road,Dessert Parlor,"Bakery, Desserts, Fast Food",500,Desserts
65931bfed4b9eb96be5f2fc7,No,No,3.7 /5,68,Koramangala 6th Block,Bar,"Finger Food, Continental","1,000",Dine-out
65931bfed4b9eb96be5f6c38,No,No,3.4 /5,17,Sarjapur Road,Casual Dining,"North Indian, Mughlai, Chinese",750,Delivery
65931bfed4b9eb96be5f0171,Yes,No,3.9/5,136,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery
65931bfed4b9eb96be5ed937,Yes,No,3.1/5,48,Indiranagar,Delivery,"North Indian, Chinese, Italian",500,Delivery
65931bfed4b9eb96be5f651e,No,No,4.4 /5,1916,Residency Road,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery
65931bfed4b9eb96be5ef7f4,Yes,No,3.2/5,12,Basavanagudi,"Takeaway, Delivery",Biryani,300,Delivery
65931bfed4b9eb96be5f0ae0,No,Yes,4.1/5,737,Kammanahalli,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,Delivery
65931bfed4b9eb96be5ef73b,Yes,Yes,4.2/5,980,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza","1,000",Pubs and bars
65931bfed4b9eb96be5efed1,Yes,Yes,4.1 /5,1411,JP Nagar,"Casual Dining, Pub","North Indian, Continental","1,100",Dine-out
65931bfed4b9eb96be5f6eb9,Yes,No,3.7 /5,21,Bellandur,Quick Bites,"Healthy Food, Salad",600,Dine-out
65931bfed4b9eb96be5f3e47,No,Yes,4.5 /5,580,Koramangala 6th Block,Bar,"Finger Food, North Indian, Continental","1,000",Drinks & nightlife
65931bfed4b9eb96be5eff4f,No,No,2.9 /5,84,BTM,Casual Dining,"North Indian, Biryani, Chinese",500,Dine-out
65931bfed4b9eb96be5ef669,No,No,NEW,0,Old Airport Road,Casual Dining,"North Indian, Biryani","1,000",Dine-out
65931bfed4b9eb96be5ee8e2,No,No,3.6/5,14,Cunningham Road,Bar,"North Indian, South Indian, Chinese, Continental","1,500",Dine-out
65931bfed4b9eb96be5eb089,Yes,No,3.1/5,64,JP Nagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Delivery
65931bfed4b9eb96be5f09ad,Yes,No,4.1/5,98,Hennur,Cafe,"Cafe, Continental, American, Beverages",500,Delivery
65931bfed4b9eb96be5f287b,No,Yes,4.3 /5,114,Koramangala 5th Block,Lounge,"Pizza, Continental, North Indian, Asian","1,500",Drinks & nightlife
65931bfed4b9eb96be5f5916,No,No,,0,Jalahalli,Bakery,"Bakery, Desserts",500,Desserts
65931bfed4b9eb96be5f0252,Yes,No,3.7/5,41,JP Nagar,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
65931bfed4b9eb96be5eaee1,No,No,,0,Mysore Road,Quick Bites,Biryani,250,Dine-out
65931bfed4b9eb96be5edd39,No,No,3.9/5,190,St. Marks Road,Bar,Finger Food,600,Dine-out
65931bfed4b9eb96be5efbae,Yes,No,3.8/5,12,South Bangalore,Food Truck,"Fast Food, Desserts",300,Delivery
65931bfed4b9eb96be5eacd5,Yes,No,3.6/5,45,Jayanagar,Quick Bites,Biryani,200,Delivery
65931bfed4b9eb96be5eb1cd,No,No,3.2/5,4,Bannerghatta Road,Quick Bites,North Indian,400,Delivery
65931bfed4b9eb96be5f63bd,No,No,3.0 /5,6,Majestic,Quick Bites,"South Indian, North Indian",150,Dine-out
65931bfed4b9eb96be5f740e,No,No,3.9 /5,346,Whitefield,Food Court,"Tibetan, Momos",400,Dine-out
65931bfed4b9eb96be5eb1f2,No,No,3.7/5,9,Bannerghatta Road,Cafe,"Cafe, Fast Food, Desserts",400,Delivery
65931bfed4b9eb96be5f267c,Yes,No,4.4 /5,384,Koramangala 7th Block,Quick Bites,"South Indian, Kerala, Seafood",300,Dine-out
65931bfed4b9eb96be5ee0cd,Yes,No,3.7/5,61,Electronic City,Dessert Parlor,"Ice Cream, Desserts",100,Delivery
65931bfed4b9eb96be5f1bfd,No,No,3.7 /5,34,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls",300,Dine-out
65931bfed4b9eb96be5ebf18,Yes,No,3.9 /5,169,Richmond Road,"Casual Dining, Bar",North Indian,"1,700",Buffet
65931bfed4b9eb96be5eead0,Yes,No,4.3/5,287,Koramangala 4th Block,Delivery,North Indian,400,Delivery
65931bfed4b9eb96be5f7073,Yes,No,3.8 /5,201,Whitefield,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,Delivery
65931bfed4b9eb96be5f3cd0,Yes,No,3.7 /5,36,BTM,Quick Bites,"Kerala, South Indian",200,Dine-out
65931bfed4b9eb96be5f4d62,No,No,3.8 /5,98,Marathahalli,"Quick Bites, Sweet Shop","Street Food, Mithai",200,Desserts
65931bfed4b9eb96be5eb667,Yes,No,3.5/5,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500,Delivery
65931bfed4b9eb96be5f10c5,Yes,No,4.1/5,399,Kalyan Nagar,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700,Desserts
65931bfed4b9eb96be5f453a,Yes,Yes,4.5 /5,1239,St. Marks Road,"Casual Dining, Bar","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","1,700",Drinks & nightlife
65931bfed4b9eb96be5efbd8,No,No,,0,JP Nagar,Delivery,"Chinese, North Indian",400,Delivery
65931bfed4b9eb96be5f6148,No,No,,0,Rajajinagar,Delivery,"North Indian, Kashmiri",400,Delivery
65931bfed4b9eb96be5eb70f,Yes,Yes,4.3/5,548,Shanti Nagar,Casual Dining,"Chinese, North Indian, Biryani, Kebab","1,200",Delivery
65931bfed4b9eb96be5f655c,Yes,Yes,3.9 /5,94,Brigade Road,"Casual Dining, Bar","Mughlai, North Indian, Desserts","1,300",Delivery
65931bfed4b9eb96be5f30d8,No,No,,0,Koramangala 5th Block,Mess,"Andhra, Biryani",300,Dine-out
65931bfed4b9eb96be5edfe8,Yes,No,3.7/5,56,Electronic City,"Cafe, Bakery","Cafe, Bakery, Desserts",400,Cafes
65931bfed4b9eb96be5eeb29,Yes,Yes,4.1/5,326,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese","1,200",Delivery
65931bfed4b9eb96be5ee893,Yes,No,4.0/5,176,Ulsoor,Casual Dining,"Biryani, Kebab",750,Dine-out
65931bfed4b9eb96be5effd0,No,No,3.2 /5,6,Basavanagudi,"Beverage Shop, Quick Bites","Beverages, Sandwich",100,Dine-out
65931bfed4b9eb96be5efe56,Yes,No,4.1 /5,311,Jayanagar,Quick Bites,"South Indian, Coffee",200,Dine-out
65931bfed4b9eb96be5f607d,Yes,No,4.1 /5,84,Seshadripuram,Quick Bites,Street Food,150,Delivery
65931bfed4b9eb96be5f0996,Yes,No,,0,Kalyan Nagar,"Takeaway, Delivery",Bakery,200,Delivery
65931bfed4b9eb96be5f68dc,No,No,3.2 /5,58,Lavelle Road,Quick Bites,"Seafood, Mangalorean",350,Dine-out
65931bfed4b9eb96be5f0eea,Yes,No,,0,Kammanahalli,Sweet Shop,"Mithai, Street Food",100,Delivery
65931bfed4b9eb96be5eb16b,Yes,No,3.6/5,35,BTM,Quick Bites,Fast Food,300,Delivery
65931bfed4b9eb96be5efe9b,Yes,No,,0,Jayanagar,Quick Bites,"Rolls, Lebanese",200,Dine-out
65931bfed4b9eb96be5eb2e3,No,No,,0,Bannerghatta Road,Bakery,"Bakery, Desserts",400,Desserts
65931bfed4b9eb96be5f67d9,No,Yes,4.4 /5,1211,Brigade Road,Casual Dining,"Korean, Chinese, Japanese","1,100",Dine-out
65931bfed4b9eb96be5f4421,No,No,,0,Shivajinagar,Quick Bites,"North Indian, Chinese, Biryani",300,Dine-out
65931bfed4b9eb96be5ed177,Yes,No,NEW,0,BTM,Quick Bites,"North Indian, Chinese, Seafood",400,Delivery
65931bfed4b9eb96be5f7144,No,No,3.1 /5,16,Whitefield,Quick Bites,North Indian,300,Delivery
65931bfed4b9eb96be5f46d1,Yes,No,4.1 /5,159,Vasanth Nagar,Cafe,"Cafe, Italian",300,Delivery
65931bfed4b9eb96be5ecbbe,Yes,No,2.6/5,158,Marathahalli,Quick Bites,North Indian,300,Dine-out
65931bfed4b9eb96be5f5370,No,No,3.6 /5,11,Indiranagar,Delivery,Biryani,400,Delivery
65931bfed4b9eb96be5f525a,Yes,No,3.9 /5,65,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",250,Delivery
65931bfed4b9eb96be5eb356,Yes,No,3.4/5,18,Bannerghatta Road,Quick Bites,"South Indian, North Indian",400,Dine-out
65931bfed4b9eb96be5ebe66,Yes,No,4.3/5,894,Sarjapur Road,Cafe,"Cafe, Italian, Continental, Burger",600,Dine-out
65931bfed4b9eb96be5ef841,Yes,No,3.7/5,23,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery
65931bfed4b9eb96be5f21cf,No,No,4.1 /5,145,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Delivery
65931bfed4b9eb96be5f4564,No,No,3.5 /5,29,Richmond Road,Bar,"Finger Food, Fast Food, Continental","2,200",Drinks & nightlife
65931bfed4b9eb96be5eb1dd,No,No,,0,Bannerghatta Road,Bakery,Bakery,500,Delivery
65931bfed4b9eb96be5f40c7,No,No,3.6 /5,37,Majestic,Casual Dining,North Indian,600,Delivery
65931bfed4b9eb96be5f229c,Yes,Yes,3.7 /5,1014,Koramangala 6th Block,Bar,"Continental, Chinese","1,300",Delivery
65931bfed4b9eb96be5f0e22,Yes,No,3.5/5,15,Kalyan Nagar,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery
65931bfed4b9eb96be5f4d32,Yes,No,2.5 /5,23,"Varthur Main Road, Whitefield","Takeaway, Delivery","Biryani, Charcoal Chicken",600,Delivery
65931bfed4b9eb96be5f3c87,Yes,Yes,4.2 /5,1544,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800,Dine-out
65931bfed4b9eb96be5ec9c5,No,No,,0,Marathahalli,Bakery,"Bakery, Desserts",300,Desserts
65931bfed4b9eb96be5ed4a7,No,No,3.1/5,6,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
65931bfed4b9eb96be5f38e2,No,No,,0,BTM,Quick Bites,"Kerala, South Indian, Desserts",350,Delivery
65931bfed4b9eb96be5f6a5a,No,Yes,4.5 /5,200,Sarjapur Road,"Bar, Casual Dining","Goan, Asian, North Indian, European, Continental","1,800",Buffet
65931bfed4b9eb96be5f583f,Yes,No,3.1 /5,7,New BEL Road,Quick Bites,"Chinese, South Indian, North Indian",300,Delivery
65931bfed4b9eb96be5ed432,Yes,No,3.9/5,467,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",550,Dine-out
65931bfed4b9eb96be5f7453,Yes,No,3.8 /5,99,Whitefield,Quick Bites,"North Indian, Fast Food, Burger, BBQ",450,Dine-out
65931bfed4b9eb96be5f66d2,Yes,No,NEW,0,Brigade Road,Food Court,"South Indian, Chinese, North Indian",250,Delivery
65931bfed4b9eb96be5eddf6,Yes,No,3.8/5,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Dine-out
65931bfed4b9eb96be5f20a0,No,No,4.2 /5,676,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,Delivery
65931bfed4b9eb96be5f3f1d,No,No,2.8 /5,46,Brigade Road,Cafe,"Cafe, Continental, European, Italian",700,Cafes
65931bfed4b9eb96be5f38ce,No,No,,0,BTM,Quick Bites,"North Indian, Biryani",150,Delivery
65931bfed4b9eb96be5ec2ec,Yes,No,3.5/5,13,Brigade Road,Casual Dining,"Continental, Mexican, Lebanese",600,Dine-out
65931bfed4b9eb96be5f43d6,No,No,3.6 /5,37,Shivajinagar,Quick Bites,"South Indian, Street Food, Beverages, Desserts",250,Dine-out
65931bfed4b9eb96be5ebdb3,Yes,No,,0,Bellandur,Quick Bites,"South Indian, Fast Food",300,Dine-out
65931bfed4b9eb96be5f126c,No,No,,0,Banaswadi,Quick Bites,Biryani,,Dine-out
65931bfed4b9eb96be5f525c,Yes,No,3.5 /5,20,Cunningham Road,Cafe,"Cafe, Burger",500,Delivery
65931bfed4b9eb96be5f6191,No,No,3.3 /5,6,Malleshwaram,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700,Delivery
65931bfed4b9eb96be5f4048,No,Yes,4.1 /5,1339,Lavelle Road,"Casual Dining, Bar","European, Italian, Seafood, Continental","2,100",Delivery
65931bfed4b9eb96be5f109d,Yes,No,3.1/5,12,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery
65931bfed4b9eb96be5ebe1b,Yes,No,3.6/5,30,Bellandur,Quick Bites,"Chinese, Biryani",250,Dine-out
65931bfed4b9eb96be5ef44d,Yes,No,3.8/5,135,Old Airport Road,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700,Desserts
65931bfed4b9eb96be5f2bf0,Yes,No,2.8 /5,75,HSR,,"Mithai, Street Food",150,Delivery
65931bfed4b9eb96be5ee9a1,Yes,No,4.0/5,88,HSR,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery
65931bfed4b9eb96be5f615f,Yes,No,,0,Seshadripuram,Quick Bites,"North Indian, Street Food",150,Delivery
65931bfed4b9eb96be5eb0f9,Yes,No,3.4/5,54,BTM,Beverage Shop,Beverages,250,Delivery
65931bfed4b9eb96be5ef017,Yes,Yes,3.6/5,592,Indiranagar,Casual Dining,"Biryani, Chinese, Continental, North Indian, Pizza",850,Buffet
65931bfed4b9eb96be5f0419,No,No,3.6/5,30,JP Nagar,Casual Dining,"North Indian, Chinese, South Indian",450,Delivery
65931bfed4b9eb96be5f3678,Yes,No,3.5 /5,408,Jayanagar,Quick Bites,"Biryani, Andhra, Kebab",400,Delivery
65931bfed4b9eb96be5f136e,Yes,No,3.7/5,31,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",500,Cafes
65931bfed4b9eb96be5f740f,Yes,No,3.9 /5,197,Whitefield,Quick Bites,"North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5f278e,No,No,3.5 /5,16,BTM,Quick Bites,"North Indian, Chinese",200,Dine-out
65931bfed4b9eb96be5f4e26,Yes,No,3.1 /5,5,Marathahalli,Sweet Shop,"Mithai, Street Food",200,Dine-out
65931bfed4b9eb96be5ec1d3,No,No,,0,MG Road,Dessert Parlor,Desserts,500,Delivery
65931bfed4b9eb96be5f7152,Yes,No,4.0 /5,485,Whitefield,Casual Dining,"Hyderabadi, Gujarati, Maharashtrian","1,000",Delivery
65931bfed4b9eb96be5f7566,No,No,3.7 /5,27,Whitefield,Pub,"North Indian, Continental","1,200",Drinks & nightlife
65931bfed4b9eb96be5ebbf4,Yes,No,4.3/5,269,Sarjapur Road,Bakery,"Bakery, Desserts, Healthy Food",750,Delivery
65931bfed4b9eb96be5f2a45,Yes,Yes,4.9 /5,2244,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos","1,500",Delivery
65931bfed4b9eb96be5eed78,Yes,No,3.9/5,102,HSR,Dessert Parlor,"Ice Cream, Desserts",450,Desserts
65931bfed4b9eb96be5ec431,Yes,No,3.3/5,6,Commercial Street,Cafe,Cafe,400,Dine-out
65931bfed4b9eb96be5eb74f,Yes,No,3.7/5,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery
65931bfed4b9eb96be5ee5c1,Yes,No,3.5/5,126,Frazer Town,Casual Dining,"Chinese, Momos",700,Delivery
65931bfed4b9eb96be5ef2e7,No,No,,0,Indiranagar,Quick Bites,Andhra,300,Delivery
65931bfed4b9eb96be5f3f79,Yes,No,4.0 /5,177,Ulsoor,Casual Dining,"Biryani, Andhra",750,Delivery
65931bfed4b9eb96be5f34b3,Yes,No,4.1 /5,1962,Koramangala 6th Block,Casual Dining,"Bengali, Mughlai",650,Delivery
65931bfed4b9eb96be5f15b9,Yes,No,3.9/5,393,Koramangala 7th Block,Casual Dining,"Goan, Chinese, Biryani",750,Delivery
65931bfed4b9eb96be5f6025,Yes,No,3.8 /5,136,Malleshwaram,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",450,Delivery
65931bfed4b9eb96be5f4771,Yes,No,3.9 /5,36,Yeshwantpur,"Casual Dining, Bar","Seafood, North Indian, Mangalorean","1,200",Delivery
65931bfed4b9eb96be5f669a,No,No,,0,Shanti Nagar,Quick Bites,"North Indian, Chinese, Biryani",300,Delivery
65931bfed4b9eb96be5ec6d4,No,No,3.3/5,5,Brookefield,Quick Bites,South Indian,200,Delivery
65931bfed4b9eb96be5f64a5,Yes,No,3.8 /5,50,Wilson Garden,Quick Bites,North Indian,350,Delivery
65931bfed4b9eb96be5ed396,Yes,No,,0,BTM,Cafe,Cafe,500,Desserts
65931bfed4b9eb96be5eb0d0,Yes,No,3.1/5,8,Bannerghatta Road,Kiosk,"Tibetan, Momos",200,Delivery
65931bfed4b9eb96be5ebad7,Yes,No,3.5/5,116,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",600,Delivery
65931bfed4b9eb96be5ed3d0,Yes,No,4.0 /5,42,Bannerghatta Road,Food Court,"Desserts, Beverages, American",400,Desserts
65931bfed4b9eb96be5ee90f,No,No,3.4/5,7,MG Road,Quick Bites,Street Food,200,Dine-out
65931bfed4b9eb96be5ef124,Yes,No,3.9/5,29,Jeevan Bhima Nagar,Delivery,North Indian,400,Delivery
65931bfed4b9eb96be5f1527,Yes,No,3.0/5,7,Koramangala 8th Block,Delivery,"North Indian, South Indian, Maharashtrian",300,Delivery
65931bfed4b9eb96be5eee64,Yes,No,4.0/5,64,HSR,Casual Dining,"South Indian, North Indian, Chinese, Beverages",300,Dine-out
65931bfed4b9eb96be5f71a6,No,No,3.6 /5,33,Whitefield,Quick Bites,"North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5eafeb,Yes,No,3.9/5,669,BTM,Casual Dining,North Indian,500,Delivery
65931bfed4b9eb96be5f5144,Yes,No,3.9 /5,260,Indiranagar,Casual Dining,"North Indian, Chinese",650,Delivery
65931bfed4b9eb96be5f278d,Yes,No,3.4 /5,8,HSR,Quick Bites,"Bengali, North Indian",350,Dine-out
65931bfed4b9eb96be5f3e43,No,Yes,4.5 /5,911,Koramangala 4th Block,"Microbrewery, Casual Dining","Continental, Finger Food, Asian, North Indian","1,400",Drinks & nightlife
65931bfed4b9eb96be5eeb2b,Yes,No,2.6/5,156,Sarjapur Road,Casual Dining,"North Indian, Kebab, Biryani, Rolls",700,Delivery
65931bfed4b9eb96be5eb1a3,No,No,,0,Bannerghatta Road,Quick Bites,"North Indian, Street Food, Juices",200,Delivery
65931bfed4b9eb96be5eacb5,Yes,No,3.9/5,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300,Delivery
65931bfed4b9eb96be5f65d1,Yes,No,4.0 /5,26,Basavanagudi,Quick Bites,South Indian,100,Delivery
65931bfed4b9eb96be5eecea,Yes,No,,0,Sarjapur Road,"Bar, Casual Dining","North Indian, South Indian, Chinese, Hyderabadi",700,Delivery
65931bfed4b9eb96be5f5f4a,No,No,,0,Indiranagar,Beverage Shop,"Juices, Beverages",150,Dine-out
65931bfed4b9eb96be5f09f2,Yes,No,3.8/5,24,Banaswadi,Beverage Shop,"Beverages, Healthy Food",150,Delivery
65931bfed4b9eb96be5ee9da,Yes,No,,0,Ejipura,Dessert Parlor,Ice Cream,400,Delivery
65931bfed4b9eb96be5efc47,Yes,No,NEW,0,Bannerghatta Road,Casual Dining,"Mexican, American",800,Delivery
65931bfed4b9eb96be5eccd2,Yes,No,3.7/5,111,Bannerghatta Road,Casual Dining,"Andhra, Biryani",800,Delivery
65931bfed4b9eb96be5f207d,Yes,No,NEW,0,BTM,Delivery,"Andhra, North Indian",300,Delivery
65931bfed4b9eb96be5ed7a9,No,No,2.6/5,53,Sarjapur Road,,"North Indian, Chinese",500,Dine-out
65931bfed4b9eb96be5edfd9,No,Yes,3.7/5,74,Electronic City,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian","1,500",Buffet
65931bfed4b9eb96be5f4e92,Yes,No,4.2 /5,337,Marathahalli,"Quick Bites, Sweet Shop","Street Food, Mithai, North Indian, Beverages, Desserts",200,Dine-out
65931bfed4b9eb96be5f69ce,Yes,No,3.1 /5,5,Commercial Street,Quick Bites,"Kerala, North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5f2986,Yes,No,4.4 /5,107,Koramangala,Delivery,"North Indian, Biryani, Awadhi, Mughlai",400,Delivery
65931bfed4b9eb96be5f3e98,No,No,3.9 /5,109,Koramangala 4th Block,Bar,Finger Food,"1,500",Pubs and bars
65931bfed4b9eb96be5f5177,Yes,No,3.7 /5,72,Indiranagar,Cafe,"Cafe, Fast Food",900,Delivery
65931bfed4b9eb96be5f6292,No,No,,0,Rajajinagar,Quick Bites,"Biryani, Kebab",300,Dine-out
65931bfed4b9eb96be5ee7d8,Yes,No,,0,Frazer Town,Cafe,Cafe,400,Dine-out
65931bfed4b9eb96be5f3655,Yes,Yes,4.3 /5,2577,Koramangala 5th Block,Bar,"Continental, Finger Food, North Indian, Chinese","1,200",Delivery
65931bfed4b9eb96be5f6920,No,No,3.4 /5,8,Brigade Road,Quick Bites,North Indian,450,Dine-out
65931bfed4b9eb96be5ed09f,Yes,No,3.7/5,503,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese",500,Delivery
65931bfed4b9eb96be5eb8d8,Yes,No,3.2 /5,10,Basavanagudi,Quick Bites,"South Indian, Burger",200,Dine-out
65931bfed4b9eb96be5ed9c9,Yes,No,3.7/5,29,Ulsoor,Bakery,"Bakery, Desserts",300,Delivery
65931bfed4b9eb96be5f185d,No,No,NEW,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese","1,000",Delivery
65931bfed4b9eb96be5f4543,No,No,4.3 /5,2265,Church Street,"Bar, Casual Dining","Finger Food, Continental","1,100",Drinks & nightlife
65931bfed4b9eb96be5f72cb,No,No,,0,East Bangalore,Delivery,"Bakery, Desserts",400,Desserts
65931bfed4b9eb96be5f3f4c,Yes,No,4.0 /5,1084,Brigade Road,"Quick Bites, Dessert Parlor","Desserts, Cafe, Beverages, Burger, Fast Food",550,Delivery
65931bfed4b9eb96be5f4fce,Yes,No,3.3 /5,218,Brookefield,Casual Dining,"Mughlai, Chinese, Kerala",600,Dine-out
65931bfed4b9eb96be5ecc1a,Yes,No,4.1/5,60,Koramangala 2nd Block,Cafe,"Cafe, Healthy Food, Salad, Beverages",600,Cafes
65931bfed4b9eb96be5eb67f,Yes,No,3.5/5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery
65931bfed4b9eb96be5f0467,Yes,No,3.1/5,140,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600,Delivery
65931bfed4b9eb96be5ef6dc,No,Yes,4.2/5,2901,Indiranagar,Pub,"Russian, Continental, North Indian","1,300",Drinks & nightlife
65931bfed4b9eb96be5f490a,Yes,No,4.5 /5,96,Seshadripuram,Quick Bites,South Indian,300,Dine-out
